SubareaCode
1493
829
2157
165
806
1802
1138
142
2134
1539
211
952
282
969
311
852
305
1516
975
1639
1585
1831
503
998
334
1144
1685
898
357
1021
1562
234
1453
374
706
457
2034
1785
1702
1393
766
219
1061
1098
906
1407
1988
1004
328
1656
1739
411
1015
1052
1347
265
958
1794
1207
1545
514
858
1645
1307
1842
317
1253
666
1994
171
1499
812
1599
1353
1107
566
271
961
1791
1032
1293
1459
391
889
1934
1602
1553
1436
938
2100
583
2169
746
105
511
1101
1765
769
228
205
2126
1367
703
1124
626
1977
1344
483
752
1908
1834
1416
677
1218
1267
726
775
291
789
1038
1536
895
397
1928
2106
932
989
1324
1087
2071
242
1665
1075
254
646
1273
732
1728
1679
1871
1622
1373
448
2114
2014
1522
1971
1473
981
1479
491
1822
248
1722
148
1181
1771
1613
1542
285
1233
1565
832
1496
500
1851
855
2183
523
1519
191
1118
377
454
1705
1782
1041
477
1682
1018
803
354
1141
1805
139
1024
826
331
408
162
1659
1072
2177
1759
972
1636
849
308
1513
185
955
1204
872
1951
1891
231
1596
563
1559
1751
657
325
669
2083
1001
1997
314
1605
1642
128
1699
1456
122
709
809
2143
2137
471
815
1012
1502
909
1745
1158
417
663
1991
517
222
2189
1648
763
1364
463
1127
202
700
629
723
557
772
1768
1719
1055
414
1911
915
1078
2074
251
437
1433
2097
2146
892
843
1533
1788
531
1954
2197
2031
1147
182
1313
649
749
1413
1241
1905
159
823
2103
1931
2054
1619
1725
1762
1774
729
600
743
337
1333
1668
1925
941
1974
2023
351
2011
929
400
978
1035
792
786
1178
1676
1135
643
637
1184
145
835
245
1917
1327
886
394
1427
2017
935
1476
1637
1969
309
973
735
1067
403
1614
286
1259
1754
758
1591
426
927
1923
1113
904
1445
449
1568
1777
1900
1806
1142
1213
804
2132
478
1468
827
2155
526
1491
1829
163
1706
257
1514
1019
1683
1119
1783
455
1537
332
1643
1311
967
718
2046
1608
1737
1405
1952
409
1345
1013
363
1654
326
1691
1986
1800
217
1551
466
223
2138
1059
1159
1497
1153
2038
1700
518
764
1846
1351
269
1451
1746
1205
123
724
558
226
581
1079
415
1173
1434
509
1508
1863
1248
818
1912
154
203
1199
2055
632
1385
134
1557
1391
2049
893
2198
2026
1983
532
2149
1534
1485
2175
1265
1342
1932
1414
1242
824
1365
701
111
1906
1955
1465
1963
1975
1714
303
1477
1726
944
1122
2118
2069
1763
1677
1371
1322
289
395
887
881
644
638
1136
2161
489
1528
1036
589
1428
1179
838
936
738
246
787
807
1471
1803
1139
214
143
901
569
237
1116
452
784
853
1849
1517
1185
2158
1162
1826
1494
166
976
312
1047
1634
1663
1657
329
1757
1588
429
1093
924
1611
406
2141
2129
469
801
1548
1797
1394
1454
1903
2081
1786
1099
767
755
423
1016
266
1408
412
1703
2035
953
707
621
609
964
561
715
1053
1989
1995
1651
1694
1256
515
1600
1007
174
761
1943
1402
615
1697
861
392
131
1554
747
1411
1743
1909
1245
249
1176
1102
1935
2172
1505
1837
1766
512
841
1531
555
721
1219
727
1462
798
1362
157
704
821
678
847
506
1268
1511
2101
529
1488
2029
884
1133
635
2058
778
1239
243
741
1431
1617
1027
1039
1076
1717
1723
1972
1966
1474
300
1823
151
1331
1325
200
1425
2015
100
343
1674
933
2115
1033
1623
984
1525
541
443
